animal_name,animal_gender,animal_birth_year,breed_rc,borough,zip_code,license_issued_date,license_expired_date,extract_year
Edie,F,2013,Terrier Crossbreed,Brooklyn,11215,8/1/2015,8/1/2020,2016
Genesis,F,2013,Pit Bull,Manhattan,10075,8/1/2015,8/1/2016,2016
Nippit,M,2015,"Schnauzer, Miniature",Manhattan,10022,8/1/2015,8/1/2016,2016
Rocco,M,2014,Boxer,Manhattan,10011,8/1/2015,8/1/2017,2016
Zora,F,2014,Labrador (or Crossbreed),Staten Island,10314,8/1/2015,8/1/2016,2016
Kahlua,F,2005,Shih Tzu,Manhattan,10128,8/1/2015,8/1/2016,2016
Penny,F,2005,Bulldog,Brooklyn,11208,8/1/2015,8/1/2020,2016
Hotwire,M,2006,Jack Russell Terrier,Queens,11435,8/1/2015,8/1/2020,2016
Zoe,F,2011,Unknown,Brooklyn,11220,8/1/2015,8/29/2017,2016
Chica,F,2012,Unknown,Brooklyn,11236,8/1/2015,7/30/2016,2016
Lia,F,2013,Unknown,Manhattan,10031,8/1/2015,6/19/2017,2016
Oscar,M,2011,Maltese,Brooklyn,11215,8/1/2015,8/22/2016,2016
Tango,M,2011,Chihuahua,Brooklyn,11220,8/1/2015,8/1/2020,2016
Gigi,F,2011,Unknown,Manhattan,10037,8/1/2015,9/8/2020,2016
Ruby,F,2011,Basenji,Brooklyn,11215,8/1/2015,8/1/2017,2016
Scooby,M,2010,Jack Russell Terrier,Manhattan,10033,8/1/2015,8/1/2017,2016
Chanel,F,2014,Yorkshire Terrier,Queens,11366,8/1/2015,8/1/2016,2016
Hercules,M,2015,Shih Tzu Crossbreed,Brooklyn,11221,8/1/2015,8/1/2016,2016
Sherlock,M,2009,Greyhound,Manhattan,10032,8/1/2015,8/1/2018,2016
Buddy,M,2007,Siberian Husky,Brooklyn,11205,8/1/2015,8/1/2020,2016
Snowflake,M,2005,Maltese,Brooklyn,11215,8/1/2015,8/1/2020,2016
Dorys,F,2011,Miniature Schnauzer,Brooklyn,11204,8/1/2015,8/1/2018,2016
Chai,F,2010,Chihuahua,Queens,11419,8/1/2015,8/1/2016,2016
Rudder,M,2015,Australian Shepherd,Brooklyn,11201,8/1/2015,8/1/2016,2016
Sam,M,2007,Chihuahua,Brooklyn,11215,8/1/2015,8/1/2016,2016
Mickey,M,2007,Cocker Spaniel,Queens,11372,8/1/2015,9/3/2020,2016
Sweetie,F,2007,Unknown,Manhattan,10011,8/1/2015,10/30/2016,2016
Walter,M,2014,West High White Terrier,Brooklyn,11225,8/1/2015,8/25/2016,2016
Hugo,M,2014,Wheaton Terrier,Brooklyn,11230,8/1/2015,7/18/2020,2016
Cairo,M,2012,Chihuahua,Brooklyn,11215,8/1/2015,1/12/2018,2016
Cookie,M,2013,Chihuahua Crossbreed,NA,11249,8/1/2015,8/1/2020,2016
Winnie,F,2012,Labrador (or Crossbreed),Brooklyn,11230,8/1/2015,8/1/2016,2016
Finley,M,2013,Labrador (or Crossbreed),Brooklyn,11215,8/1/2015,8/1/2020,2016
Rosie,F,2015,Labradoodle,Queens,11373,8/1/2015,8/1/2016,2016
Bety,F,2015,Yorkshire Terrier,Brooklyn,11237,8/1/2015,8/1/2016,2016
Tango,M,2012,Terrier Mix,Brooklyn,11216,8/1/2015,8/1/2016,2016
Ava,F,2014,German Shepherd Dog,Queens,11375,8/1/2015,8/1/2020,2016
Smores,M,2015,Miniature Pinscher,Brooklyn,11207,8/1/2015,8/1/2016,2016
Hotaru,F,2007,Dachshund Smooth Coat Miniature,Manhattan,10009,8/1/2015,8/1/2016,2016
Ziva,F,2013,Lhasa Apso,Manhattan,10010,8/1/2015,8/1/2016,2016
Penny,F,2014,Unknown,Manhattan,10025,8/1/2015,8/1/2020,2016
Rocky,M,2003,Unknown,Queens,11102,8/1/2015,8/30/2016,2016
Dolce,F,2010,Chihuahua,Queens,11358,8/1/2015,6/13/2020,2016
Casper,M,2007,Unknown,Brooklyn,11220,8/1/2015,12/3/2019,2016
Max,M,2009,West High White Terrier,Queens,11423,8/1/2015,8/20/2016,2016
Polly,F,2014,English Cocker Spaniel,Brooklyn,11218,8/1/2015,1/25/2021,2016
Yoryi,M,2013,Yorkshire Terrier Crossbreed,Manhattan,10035,8/1/2015,8/1/2016,2016
Bosco,M,2012,Chihuahua,Brooklyn,11209,8/1/2015,8/1/2018,2016
Bentley,M,2013,Beagle Crossbreed,Staten Island,10301,8/1/2015,8/1/2020,2016
Unknown,F,2015,Unknown,Manhattan,10011,8/1/2015,8/1/2016,2016
Tommie,M,2005,Chihuahua Crossbreed,Brooklyn,11218,8/1/2015,8/1/2018,2016
Coco,M,2015,Morkie,Bronx,10463,8/1/2015,8/1/2016,2016
N/A,M,2015,Miniature Pinscher,Brooklyn,11235,8/1/2015,8/1/2016,2016
Bella,F,2014,Chihuahua,Brooklyn,11237,8/1/2015,8/1/2016,2016
Luna,F,2015,Pit Bull,Manhattan,10019,8/1/2015,8/1/2016,2016
Bravo,M,2012,Maltese,Brooklyn,11201,8/1/2015,8/1/2017,2016
Kylie,F,2010,Greyhound,Manhattan,10033,8/1/2015,8/1/2020,2016
Coconut,M,2007,Maltese,Queens,11418,8/1/2015,8/1/2016,2016
Riley,F,2013,Yorkshire Terrier,Manhattan,10029,8/1/2015,8/1/2016,2016
Sasha,F,2010,Golden Retriever,Queens,11415,8/1/2015,8/14/2018,2016
Nola,F,2014,Italian Greyhound,Brooklyn,11230,8/1/2015,4/8/2020,2016
Molly,F,2011,Pit Bull,Brooklyn,11217,8/1/2015,5/17/2016,2016
Lola,F,2012,Shih Tzu,Bronx,10475,8/1/2015,8/6/2016,2016
Boxy,M,2006,Labrador (or Crossbreed),Manhattan,10024,8/1/2015,9/6/2016,2016
Po,F,2010,Chow Chow,Manhattan,10001,8/1/2015,8/23/2016,2016
Sparkle,F,2011,Maltese,Bronx,10474,8/1/2015,7/29/2017,2016
Ernie,M,2008,Pug,Brooklyn,11201,8/1/2015,6/20/2016,2016
Pitoco,M,2010,Unknown,Brooklyn,11201,8/1/2015,8/26/2016,2016
Puck,M,2004,"Pointer, German Shorthaired",Manhattan,10025,8/1/2015,9/5/2016,2016
Fayzai,M,2004,German Shepherd Crossbreed,Brooklyn,11215,8/1/2015,8/30/2016,2016
Shetan,M,2005,Doberman Pinscher,Brooklyn,11231,8/2/2015,7/30/2016,2016
Milton,M,2009,Havanese,Manhattan,10035,8/2/2015,6/26/2019,2016
Brit,M,2008,"Bull Dog, English",Manhattan,10069,8/2/2015,6/14/2016,2016
Kensington,M,2013,"Dachshund, Long Haired Miniature",Bronx,10456,8/2/2015,1/8/2016,2016
Lily,F,2012,Shiba Inu,Manhattan,10023,8/2/2015,8/29/2016,2016
Lilikoi,F,2012,Chihuahua Crossbreed,Manhattan,10029,8/2/2015,8/2/2020,2016
Storm,M,2015,West Highland White Terrier,Brooklyn,11201,8/2/2015,8/2/2016,2016
Penny,F,2013,Poodle,Brooklyn,11225,8/2/2015,8/2/2020,2016
Name Not Provided,M,2015,Cavalier King Charles Spaniel,Queens,11103,8/2/2015,8/2/2016,2016
Chapulin,M,2006,Chihuahua Crossbreed,Bronx,10460,8/2/2015,8/2/2016,2016
Muffin,F,2015,Soft Coated Wheaten Terrier,Staten Island,10309,8/2/2015,8/2/2016,2016
Cobi,M,2012,Lhasa Apso,Brooklyn,11223,8/2/2015,8/2/2017,2016
Gabby,F,2012,Dachshund Smooth Coat,Manhattan,10009,8/2/2015,8/2/2016,2016
Yoda,M,2014,Boxer,Queens,11374,8/2/2015,8/23/2016,2016
Benji,F,2011,Pekingese,Queens,11377,8/2/2015,7/2/2020,2016
Princess,F,2009,Shih Tzu,Brooklyn,11223,8/2/2015,7/19/2017,2016
Happy,F,2007,Maltese,Manhattan,10019,8/2/2015,8/23/2017,2016
Candice,F,2009,Pomeranian,Manhattan,10025,8/2/2015,9/8/2016,2016
Bella,F,2015,American Bully,Bronx,10458,8/2/2015,8/2/2016,2016
Kygo,M,2013,Rat Terrier,Brooklyn,11201,8/2/2015,8/2/2016,2016
Janet,F,2014,Pit Bull,Manhattan,10036,8/2/2015,8/2/2016,2016
Bernie,M,2015,Labradoodle,Manhattan,10023,8/2/2015,8/2/2018,2016
Galaxy,M,2015,Maltipoo,Queens,11361,8/2/2015,8/2/2016,2016
Spike,M,2007,Maltese,Queens,11375,8/2/2015,8/1/2016,2016
Olive,F,2003,German Shepherd Crossbreed,Brooklyn,11222,8/2/2015,9/10/2016,2016
Zoey,F,2011,Unknown,Manhattan,10036,8/2/2015,6/29/2017,2016
Lady,F,2005,Unknown,Queens,11362,8/2/2015,7/30/2018,2016
Brady,M,2005,Unknown,Manhattan,10024,8/2/2015,7/30/2016,2016
Moe,M,2005,Unknown,Manhattan,10025,8/2/2015,8/30/2017,2016
Bobo,M,2009,Poodle,Brooklyn,11206,8/2/2015,8/2/2020,2016
Frank,M,2010,Poodle,Brooklyn,11238,8/2/2015,8/2/2017,2016
Bob,M,2008,Havanese,Brooklyn,11225,8/2/2015,8/2/2016,2016
Opie,M,2014,Pit Bull,Staten Island,10303,8/2/2015,8/2/2020,2016
Name Not Provided,M,2015,Maltese,Queens,11109,8/2/2015,8/2/2016,2016
Billy,M,2007,Puggle,Staten Island,10310,8/2/2015,8/2/2016,2016
Papi,M,2011,Papillon,Bronx,10462,8/2/2015,8/2/2016,2016
Bella,F,2007,German Shepherd Crossbreed,Manhattan,10032,8/2/2015,8/2/2016,2016
Nestle,F,2010,Beagle,Manhattan,10032,8/2/2015,9/9/2017,2016
Bella,F,2006,Maltese,Brooklyn,11216,8/2/2015,9/1/2016,2016
Lucy,F,2011,Maltese,Staten Island,10309,8/2/2015,9/1/2016,2016
Finn,M,2007,German Shepherd Dog,Manhattan,10025,8/2/2015,8/2/2017,2016
River,M,2014,Cavalier King Charles Spaniel,Manhattan,10065,8/2/2015,8/2/2016,2016
Bentley,M,2015,Yorkshire Terrier,Brooklyn,11214,8/2/2015,8/2/2016,2016
Mack,M,2006,Yorkshire Terrier,Manhattan,10022,8/2/2015,8/2/2020,2016
Pebbles,F,2014,Yorkshire Terrier,Bronx,10458,8/2/2015,8/2/2016,2016
Kobi,M,2015,Cavalier King Charles Spaniel,Manhattan,10021,8/2/2015,8/2/2016,2016
Kobe,M,2013,Yorkshire Terrier,Brooklyn,11235,8/2/2015,8/2/2016,2016
Katie,F,2015,Beagle,Queens,11414,8/2/2015,8/2/2016,2016
Willow,F,2010,Whippet,Manhattan,10025,8/2/2015,8/2/2017,2016
Baxter,M,2011,Beagle Crossbreed,Manhattan,10002,8/2/2015,8/2/2016,2016
Gigi,F,2009,Shih Tzu,Manhattan,10128,8/2/2015,8/2/2020,2016
Zoe,F,2015,Border Collie,Manhattan,10012,8/2/2015,8/2/2016,2016
Penny,F,2003,Yorkshire Terrier Crossbreed,Queens,11361,8/2/2015,8/2/2016,2016
Torso,M,2013,Dachshund Crossbreed,Queens,11101,8/2/2015,8/2/2016,2016
Dodger,M,2002,Golden Retriever,Bronx,10471,8/2/2015,8/31/2016,2016
Ginger,F,2008,"Poodle, Standard",Queens,11375,8/2/2015,8/28/2016,2016
Tina,F,2009,Cavalier King Charles Spaniel,Queens,11375,8/2/2015,9/14/2016,2016
Quiche,F,2008,Unknown,Queens,11362,8/2/2015,9/13/2018,2016
Lucy,F,2011,"Mastiff, Bull",Bronx,10471,8/2/2015,8/6/2018,2016
Michaela,F,2010,"Poodle, Standard",Queens,11693,8/2/2015,8/8/2016,2016
Bella,F,2012,Labrador (or Crossbreed),Staten Island,10305,8/2/2015,9/10/2016,2016
Apollo,M,2012,Great Dane,Brooklyn,11235,8/2/2015,7/6/2017,2016
Kino,F,2012,Yorkshire Terrier,Brooklyn,11225,8/2/2015,7/11/2016,2016
Annie,F,2013,Chihuahua,Manhattan,10065,8/2/2015,10/22/2017,2016
Mack,M,2012,"Bull Dog, English",Brooklyn,11201,8/2/2015,8/2/2016,2016
Charlie,M,2015,"Poodle, Toy",Manhattan,10038,8/2/2015,8/2/2016,2016
Blizzit-Snow,M,2015,Bichon Frise,Bronx,10456,8/2/2015,8/2/2016,2016
Jax,M,2012,American Staffordshire Terrier,NA,8110,8/2/2015,8/2/2016,2016
Star,F,2012,Pit Bull,Brooklyn,11208,8/2/2015,8/2/2016,2016
Brutus,M,2011,Unknown,Manhattan,10025,8/2/2015,7/31/2017,2016
Ella,F,2012,Yorkshire Terrier,Manhattan,10002,8/2/2015,7/27/2016,2016
Pepper,M,2011,Norfolk Terrier,Queens,11379,8/2/2015,9/12/2017,2016
Emma,F,2006,Unknown,Brooklyn,11201,8/2/2015,8/19/2017,2016
Daisy,F,2003,Miniature Pinscher,Brooklyn,11221,8/2/2015,8/30/2016,2016
Dori,M,2009,Terrier Mix,Brooklyn,11232,8/2/2015,8/2/2017,2016
Browny,M,2010,English Springer Spaniel,Queens,11373,8/2/2015,8/2/2016,2016
Champ,M,2012,Pit Bull,Brooklyn,11234,8/2/2015,8/2/2020,2016
Wiggles,M,2013,Shih Tzu,Brooklyn,11212,8/2/2015,8/2/2016,2016
Tony,M,2014,Pomeranian,Queens,11368,8/2/2015,8/2/2016,2016
Herb,M,2015,French Bulldog,Manhattan,10011,8/2/2015,8/2/2016,2016
Hudson,M,2012,Labrador (or Crossbreed),Manhattan,10023,8/2/2015,8/2/2017,2016
Rocco,M,2014,Havanese,Brooklyn,11201,8/2/2015,8/2/2016,2016
Allie,F,2004,Labrador (or Crossbreed),Manhattan,10128,8/2/2015,8/2/2017,2016
Luke,M,2013,Labrador (or Crossbreed),Brooklyn,11222,8/2/2015,8/2/2016,2016
Gus,M,2015,Shih Tzu Crossbreed,Manhattan,10032,8/2/2015,8/2/2016,2016
Oscar,M,2013,Cocker Spaniel,Manhattan,10023,8/2/2015,6/24/2018,2016
Chuleta,F,2008,Whippet,Queens,11377,8/2/2015,9/9/2017,2016
Shadow,F,2012,Shih Tzu,Brooklyn,11223,8/2/2015,9/19/2017,2016
Liberty,F,2013,Australian Cattle Dog,Brooklyn,11238,8/2/2015,8/2/2016,2016
Elvis,M,2012,Pomeranian,Manhattan,10019,8/2/2015,8/2/2016,2016
Lucy,F,2015,Shih Tzu,Queens,11385,8/2/2015,8/2/2016,2016
Bentley,M,2011,Golden Retriever,Queens,11365,8/2/2015,8/2/2020,2016
Stella,F,2013,French Bulldog,Manhattan,10019,8/2/2015,8/2/2016,2016
Milly,F,2010,Shih Tzu,Brooklyn,11205,8/2/2015,8/2/2016,2016
Giuseppe,F,2015,Pit Bull,Staten Island,10303,8/2/2015,8/2/2016,2016
Big,M,2014,American Bully,Brooklyn,11231,8/2/2015,8/2/2020,2016
Remy,M,2013,Yorkshire Terrier,Manhattan,10034,8/2/2015,8/2/2016,2016
Molly,F,2001,Unknown,Brooklyn,11209,8/2/2015,8/30/2016,2016
Pippa,F,2014,Unknown,Brooklyn,11209,8/2/2015,8/29/2016,2016
Mimi,F,2013,"Poodle, Toy",Queens,11368,8/2/2015,7/31/2018,2016
Maximillian,M,2012,Maltese,Queens,11101,8/3/2015,8/12/2016,2016
Pj,F,2005,Vizsla,Brooklyn,11215,8/3/2015,9/12/2017,2016
Henny,M,2009,Unknown,Bronx,10467,8/3/2015,6/25/2017,2016
Simba,M,2000,Shih Tzu,Queens,11378,8/3/2015,7/30/2016,2016
Bailey,M,2001,Yorkshire Terrier,Staten Island,10309,8/3/2015,8/30/2016,2016
Krypto,M,2008,Havanese,Manhattan,10028,8/3/2015,8/25/2016,2016
Bubba,M,2014,French Bulldog,Brooklyn,11234,8/3/2015,8/3/2016,2016
Shayne,F,2007,"Poodle, Toy",Bronx,10460,8/3/2015,8/3/2016,2016
Unknown,F,2015,Schnauzer Crossbreed,Manhattan,10033,8/3/2015,8/3/2016,2016
Shadow,M,2015,Yorkshire Terrier Crossbreed,Manhattan,10040,8/3/2015,8/3/2016,2016
Puggle,F,2015,Puggle,Brooklyn,11226,8/3/2015,8/3/2016,2016
Yusuke,M,2010,American Eskimo Dog,Manhattan,10038,8/3/2015,8/3/2018,2016
Poppy,F,2011,Pit Bull,Manhattan,10128,8/3/2015,8/3/2016,2016
Stitch,M,2014,Miniature Schnauzer,Queens,11377,8/3/2015,8/3/2016,2016
Zane,M,2014,Pit Bull,Manhattan,10032,8/3/2015,8/3/2016,2016
Cooper,M,2014,French Bulldog,Staten Island,10312,8/3/2015,8/3/2018,2016
Sanson,M,2015,Shih Tzu,Bronx,10455,8/3/2015,8/3/2016,2016
Lilly,F,2010,Cavalier King Charles Spaniel,Manhattan,10028,8/3/2015,6/19/2016,2016
Crystal,F,2013,Yorkshire Terrier,Bronx,10465,8/3/2015,8/3/2016,2016
Lola,F,2011,Beagle,Manhattan,10029,8/3/2015,8/31/2016,2016
Bear,M,2007,Shih Tzu,Bronx,10460,8/3/2015,8/30/2017,2016
Macallan,M,2009,West High White Terrier,Manhattan,10065,8/3/2015,5/18/2016,2016
Riley,M,2015,Maltese,Manhattan,10033,8/3/2015,8/3/2016,2016
April,F,2010,Shih Tzu Crossbreed,Queens,11692,8/3/2015,8/3/2016,2016
Bootsy,M,2014,Boxer,Brooklyn,11236,8/3/2015,8/3/2018,2016
Frances,F,2007,Labrador (or Crossbreed),Manhattan,10014,8/3/2015,8/3/2020,2016
Barkley,M,2013,Maltese Crossbreed,Brooklyn,11207,8/3/2015,8/3/2016,2016
Russel,M,2015,Golden Retriever,Manhattan,10021,8/3/2015,8/3/2016,2016
Curlie,M,2002,Unknown,Bronx,10465,8/3/2015,8/30/2016,2016
Zoe,F,2006,Unknown,Manhattan,10025,8/3/2015,9/8/2016,2016
Butter,M,2006,Unknown,Brooklyn,11226,8/3/2015,9/7/2016,2016
Chill,M,2010,Yorkshire Terrier,Brooklyn,11237,8/3/2015,8/30/2016,2016
Bebe,F,2009,Chihuahua,Brooklyn,11218,8/3/2015,7/24/2016,2016
Kuma,M,2012,Siberian Husky,Manhattan,10022,8/3/2015,8/24/2018,2016
Kira,M,2013,Labrador (or Crossbreed),Brooklyn,11220,8/3/2015,6/25/2016,2016
Sonja,F,2011,Pit Bull,Bronx,10465,8/3/2015,8/3/2016,2016
Oreo,M,2014,Shih Tzu,Queens,11414,8/3/2015,8/3/2016,2016
Rocky,M,2014,German Shepherd Dog,Bronx,10465,8/3/2015,8/3/2016,2016
Sherman,F,2015,Boston Terrier,Brooklyn,11237,8/3/2015,8/3/2016,2016
Unknown,F,2015,Maltese Crossbreed,Brooklyn,11203,8/3/2015,8/3/2016,2016
Kojiro,M,2015,Shiba Inu,Manhattan,10003,8/3/2015,8/3/2016,2016
Unknown,M,2015,Chihuahua,Brooklyn,11217,8/3/2015,8/3/2016,2016
Unknown,M,2015,Havanese,Brooklyn,11225,8/3/2015,8/3/2016,2016
Tortas,M,2012,Pit Bull,Bronx,10458,8/3/2015,8/3/2016,2016
Foxy,F,2014,German Shepherd Crossbreed,Manhattan,10009,8/3/2015,8/3/2016,2016
Baron,M,2014,Rottweiler Crossbreed,Manhattan,10031,8/3/2015,8/3/2016,2016
Pepper,M,2010,Shih Tzu,Queens,11433,8/3/2015,7/2/2016,2016
Wilson,M,2002,Silky Terrier,Manhattan,10128,8/3/2015,9/7/2016,2016
Spanky:,M,2007,Maltese,Manhattan,10024,8/3/2015,7/27/2017,2016
Ciuce,M,2004,Golden Retriever,Queens,11356,8/3/2015,6/22/2016,2016
Rico,M,2005,Chihuahua,NA,11386,8/3/2015,7/30/2016,2016
Toby,F,2001,Unknown,Queens,11423,8/3/2015,7/30/2016,2016
Sophia,F,2015,Yorkshire Terrier,Manhattan,10040,8/3/2015,8/3/2016,2016
Bonita,F,2015,Shih Tzu,Manhattan,10033,8/3/2015,8/3/2016,2016
Jay,M,2015,Labradoodle,Brooklyn,11209,8/3/2015,8/3/2016,2016
Sassy,F,2011,Yorkshire Terrier Crossbreed,Queens,11436,8/3/2015,8/3/2016,2016
Zeus,M,2014,Pit Bull,Staten Island,10312,8/3/2015,8/3/2016,2016
Covu,M,2015,Dachshund Crossbreed,Manhattan,10036,8/3/2015,8/3/2016,2016
Teddy,M,2015,Poodle Crossbreed,Brooklyn,11226,8/3/2015,8/3/2016,2016
Xena,F,2014,German Shepherd Dog,Queens,11040,8/3/2015,8/3/2016,2016
Holly,F,2015,German Shepherd Dog,Brooklyn,11211,8/3/2015,8/3/2016,2016
Unknown,F,2015,Chihuahua Crossbreed,Manhattan,10033,8/3/2015,8/3/2016,2016
Unknown,M,2015,Shih Tzu,Brooklyn,11238,8/3/2015,8/3/2016,2016
Unknown,F,2015,Poodle Crossbreed,Brooklyn,11223,8/3/2015,8/3/2016,2016
Pierre,M,2010,Schipperke,Manhattan,10024,8/3/2015,8/3/2017,2016
Bruce,M,2014,Rottweiler,Queens,11434,8/3/2015,8/3/2016,2016
Charlie,M,2014,Labrador (or Crossbreed),Manhattan,10010,8/3/2015,8/3/2016,2016
Anabella,M,2011,Lhasa Apso,Brooklyn,11208,8/3/2015,3/8/2016,2016
Scooby,M,2008,Shih Tzu,Manhattan,10025,8/3/2015,7/19/2020,2016
Rosie,F,2010,Shih Tzu,Bronx,10460,8/3/2015,3/18/2017,2016
Reggie,M,2007,Unknown,Manhattan,10024,8/3/2015,7/30/2016,2016
Paca,F,2008,Labrador (or Crossbreed),Manhattan,10010,8/3/2015,9/9/2016,2016
Mello,M,2013,Lhasa Apso,Bronx,10472,8/3/2015,8/3/2016,2016
Crumb,F,2015,Yorkshire Terrier,Manhattan,10040,8/3/2015,8/3/2016,2016
Marley,M,2015,Yorkshire Terrier,Queens,11432,8/3/2015,8/3/2016,2016
Swissy,M,2002,Entlebucher Mountain Dog,Manhattan,10025,8/3/2015,8/3/2016,2016
Hazel,F,2014,Schnauzer Crossbreed,Manhattan,10021,8/3/2015,8/3/2016,2016
Mazie,F,2014,Labrador (or Crossbreed),Brooklyn,11217,8/3/2015,8/3/2016,2016
Scooby,M,2014,Great Dane,Manhattan,10029,8/3/2015,8/3/2016,2016
Jessie,F,2005,Bichon Frise,Staten Island,10308,8/3/2015,7/30/2016,2016
Bean,F,2004,German Shepherd Crossbreed,Brooklyn,11217,8/3/2015,2/28/2016,2016
Vivien,F,2010,"Dachshund, Long Haired Miniature",Manhattan,10019,8/3/2015,9/6/2018,2016
Sophie,F,2009,Labrador (or Crossbreed),Staten Island,10305,8/3/2015,9/15/2016,2016
Ellie,F,2009,German Shepherd Crossbreed,Manhattan,10009,8/3/2015,7/5/2016,2016
Ramona,F,2011,Australian Cattledog,Manhattan,10025,8/3/2015,9/9/2016,2016
Babe,F,2012,Pit Bull,Manhattan,10026,8/3/2015,9/10/2016,2016
Bulleit,M,2010,Labrador (or Crossbreed),Queens,11366,8/3/2015,7/29/2018,2016
Emma,F,2004,Shih Tzu,Manhattan,10033,8/3/2015,7/16/2016,2016
Moxie,F,2003,Cairn Terrier,Manhattan,10027,8/3/2015,9/9/2016,2016
Kudos,F,2015,Shiba Inu,NA,11249,8/3/2015,8/3/2016,2016
Rocky,M,2014,Maltese,Staten Island,10304,8/3/2015,8/3/2016,2016
Unknown,M,2015,Yorkshire Terrier,Manhattan,10033,8/3/2015,8/3/2016,2016
Brody,F,2015,Beagle,Queens,11418,8/3/2015,8/3/2016,2016
Pooker,M,2015,Shih Tzu,Staten Island,10303,8/3/2015,8/3/2016,2016
Iggy,M,2014,Pug,Brooklyn,11232,8/3/2015,8/3/2016,2016
Spidey,M,2013,Yorkshire Terrier,Queens,11377,8/3/2015,8/3/2016,2016
Nari,F,2006,Maltese,Queens,11357,8/3/2015,8/3/2016,2016
Max,M,2008,Yorkshire Terrier,Brooklyn,11229,8/3/2015,8/3/2016,2016
Gracie,F,2006,Dachshund Smooth Coat,Manhattan,10017,8/3/2015,8/16/2016,2016
Chester,M,2007,Miniature Pinscher,Staten Island,10306,8/3/2015,8/30/2016,2016
Katie,F,2003,Unknown,Manhattan,10075,8/3/2015,8/30/2016,2016
Deejay,M,2013,"Bull Dog, French",Bronx,10468,8/3/2015,7/12/2016,2016
Max,M,2014,Golden Retriever,Staten Island,10309,8/3/2015,6/18/2018,2016
Takouhi,F,2012,Australian Shepherd,Brooklyn,11201,8/3/2015,6/25/2016,2016
Eddie,M,2009,West High White Terrier,Manhattan,10009,8/3/2015,9/11/2016,2016
Rupert,M,2008,Chihuahua,Brooklyn,11218,8/3/2015,7/24/2016,2016
Lido,M,2015,"Coonhound, Black And Tan",Manhattan,10030,8/3/2015,8/3/2016,2016
Bodhi,M,2006,French Bulldog,Manhattan,10282,8/3/2015,8/3/2016,2016
Sophie,F,2014,"Dachshund, Long Haired",Brooklyn,11235,8/3/2015,8/3/2016,2016
Chulo,M,2015,Dachshund,Brooklyn,11209,8/3/2015,8/3/2016,2016
Sarah,F,2009,Pit Bull,Brooklyn,11210,8/3/2015,8/3/2016,2016
Scout,F,2013,Cavalier King Charles Spaniel,Brooklyn,11221,8/3/2015,8/3/2016,2016
Lucky,M,2014,Yorkshire Terrier,Brooklyn,11225,8/3/2015,8/3/2016,2016
Freddie,M,2014,Parson Russell Terrier,Queens,11385,8/3/2015,8/3/2016,2016
Chifan,M,2002,Terrier Mix,Brooklyn,11217,8/3/2015,8/3/2016,2016
Watson,M,2013,Unknown,Manhattan,10025,8/3/2015,8/4/2016,2016
Leo,M,2013,Siberian Husky,Brooklyn,11209,8/3/2015,10/13/2016,2016
Mia,F,2012,"Shar-Pei, Chinese",Bronx,10465,8/3/2015,8/3/2016,2016
Jody,M,2003,Jack Russell Terrier,Brooklyn,11238,8/3/2015,6/29/2017,2016
Luna,F,2003,"Poodle, Toy",Manhattan,10022,8/3/2015,8/30/2016,2016
Jinx,F,2007,Jack Russell Terrier,Queens,11377,8/4/2015,6/29/2020,2016
Bella,F,2010,Yorkshire Terrier,Manhattan,10025,8/4/2015,8/4/2016,2016
Hilly,F,2009,German Shepherd Crossbreed,Brooklyn,11219,8/4/2015,8/10/2016,2016
Cuddles,F,2008,"Dachshund, Wirehaired",Brooklyn,11208,8/4/2015,8/5/2016,2016
Franklin,M,2014,Unknown,Brooklyn,11238,8/4/2015,8/11/2016,2016
Maggie,F,2009,"Collie, Border",Manhattan,10029,8/4/2015,8/20/2016,2016
Sandy,F,2010,Dachshund Smooth Coat,Manhattan,10012,8/4/2015,9/1/2016,2016
Maximus,M,2012,Jack Russell Terrier,Brooklyn,11219,8/4/2015,9/13/2016,2016
Mia,F,2013,Pomeranian,Queens,11358,8/4/2015,3/7/2016,2016
Max,M,2008,Havanese,Queens,11358,8/4/2015,3/7/2016,2016
Pebbles,F,2013,Unknown,Queens,11412,8/4/2015,8/22/2018,2016
Dixie,F,2013,"Schnauzer, Miniature",Bronx,10462,8/4/2015,6/20/2016,2016
Krypto,M,2012,Labrador (or Crossbreed),Manhattan,10027,8/4/2015,6/7/2017,2016
Maxie,F,2015,"Schnauzer, Miniature",Brooklyn,11205,8/4/2015,8/4/2016,2016
Bullet,M,2010,Labrador (or Crossbreed),Brooklyn,11238,8/4/2015,8/4/2018,2016
N/A,F,2015,"Bull Dog, English",Brooklyn,11234,8/4/2015,8/4/2016,2016
Roxie,F,2010,Morkie,Bronx,10459,8/4/2015,8/4/2016,2016
Daffodil,F,2009,Maltese Crossbreed,Bronx,10456,8/4/2015,8/4/2016,2016
Capu,M,1998,American Staffordshire Terrier,Bronx,10468,8/4/2015,8/4/2016,2016
Duke,M,2008,Jack Russell Terrier,Brooklyn,11214,8/4/2015,8/4/2016,2016
Unknown,F,2010,Chihuahua Crossbreed,Brooklyn,11229,8/4/2015,8/4/2016,2016
Unknown,M,2015,French Bulldog,Manhattan,10044,8/4/2015,8/4/2016,2016
Sophie,F,2007,Cocker Spaniel,Brooklyn,11209,8/4/2015,8/24/2016,2016
